Student_ID,Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Placement_Status
49610.0,22.0,Female,B.Tech,ECE,5.02,1,2,3,6,35,5,1,3,Not Placed
46340.0,21.0,Female,B.Sc,Civil,4.5,2,3,5,5,37,8,1,1,Not Placed
770.0,19.0,Male,B.Sc,Civil,8.67,0,3,3,3,100,6,2,0,Not Placed
,19.0,Female,MCA,ME,6.37,0,4,6,6,72,7,2,3,Not Placed
14943.0,20.0,,MCA,Civil,5.34,0,2,3,2,47,5,1,3,Not Placed
40963.0,18.0,Male,MCA,CSE,7.93,2,4,7,5,89,7,2,2,Not Placed
44863.0,20.0,Male,BCA,Civil,6.71,1,4,6,4,81,5,2,0,Not Placed
33683.0,20.0,Male,BCA,IT,7.45,0,4,5,6,79,6,2,0,Placed
2895.0,21.0,Female,MCA,Civil,7.68,3,5,8,5,86,6,3,1,Placed
42401.0,23.0,Male,B.Tech,ECE,6.32,0,4,7,8,50,5,2,1,Not Placed
2814.0,23.0,Female,MCA,IT,7.46,0,4,5,3,67,6,2,0,Not Placed
22060.0,22.0,Male,B.Tech,Civil,7.93,0,3,4,4,97,7,2,2,Not Placed
17941.0,18.0,Female,BCA,ME,6.79,0,4,7,3,65,7,2,0,Not Placed
30323.0,22.0,Female,BCA,ECE,5.0,0,3,4,7,55,6,1,1,Not Placed
34634.0,24.0,Male,B.Tech,CSE,8.17,3,5,7,5,98,8,2,0,Placed
12964.0,20.0,,B.Tech,Civil,6.97,1,3,3,3,78,4,1,0,Not Placed
21725.0,240.0,Male,BCA,ME,7.7,1,4,7,3,78,6,2,0,Not Placed
,19.0,Female,B.Tech,CSE,6.56,1,4,6,5,64,4,2,0,Placed
49720.0,23.0,Male,B.Sc,ME,7.11,0,4,6,5,79,7,2,2,Not Placed
40647.0,19.0,,B.Tech,ECE,7.28,1,4,5,5,76,8,2,0,Placed
20995.0,18.0,Male,B.Sc,ECE,5.96,2,3,6,7,57,5,2,2,Not Placed
28975.0,18.0,Male,BCA,CSE,8.25,1,5,9,4,86,6,3,0,Not Placed
9850.0,24.0,Male,BCA,ME,7.61,0,3,4,7,72,8,1,1,Not Placed
,19.0,Male,B.Sc,CSE,6.07,0,3,4,4,51,5,1,2,Not Placed
30224.0,22.0,Female,BCA,CSE,6.49,1,4,6,6,79,5,2,3,Not Placed
46679.0,24.0,Female,MCA,IT,6.9,0,3,4,6,81,4,2,2,Not Placed
,21.0,Male,B.Sc,Civil,8.23,1,5,7,4,56,5,2,1,Not Placed
19966.0,23.0,,MCA,ECE,7.71,1,4,7,9,84,7,2,0,Placed
41024.0,23.0,Female,BCA,Civil,6.61,0,3,3,6,61,5,1,0,Not Placed
25107.0,18.0,Female,B.Tech,ECE,6.98,0,3,3,6,77,6,1,1,Not Placed
17725.0,20.0,Female,B.Sc,CSE,6.79,2,4,8,5,58,7,2,0,Placed
46596.0,22.0,Female,BCA,Civil,6.69,0,3,3,6,75,7,1,1,Not Placed
47484.0,240.0,Male,B.Sc,CSE,7.23,1,5,9,6,70,6,3,0,Placed
48151.0,20.0,Female,B.Sc,Civil,8.43,2,4,6,6,80,5,2,0,Placed
35774.0,24.0,Female,B.Tech,Civil,7.06,1,5,8,5,64,5,2,0,Placed
38228.0,,Female,MCA,Civil,6.78,0,3,5,5,71,8,2,0,Placed
,19.0,Female,MCA,IT,6.41,0,3,5,6,62,6,2,2,Not Placed
25199.0,19.0,Male,B.Tech,CSE,6.88,0,3,5,4,67,5,2,1,Not Placed
,23.0,Male,BCA,IT,6.24,0,3,3,5,74,7,1,3,Not Placed
6186.0,20.0,Female,BCA,ECE,5.8,0,4,8,3,74,3,2,1,Not Placed
43584.0,,,BCA,ECE,7.31,0,4,6,7,70,4,2,0,Placed
3972.0,19.0,Female,BCA,ECE,7.2,0,4,6,4,89,6,2,1,Not Placed
6164.0,22.0,Female,B.Sc,CSE,4.66,0,2,2,6,56,4,1,2,Not Placed
39667.0,22.0,Male,B.Sc,ECE,5.66,1,2,2,4,54,6,1,3,Not Placed
10846.0,19.0,Female,BCA,Civil,5.98,1,2,3,7,74,6,1,2,Not Placed
44137.0,19.0,Male,MCA,CSE,6.9,0,4,8,5,72,6,2,0,Placed
21356.0,20.0,Male,BCA,ECE,8.05,1,5,7,8,87,4,2,0,Placed
25719.0,22.0,Male,B.Sc,CSE,9.08,2,5,8,7,99,4,3,0,Placed
29310.0,20.0,Female,BCA,ECE,8.02,0,4,5,6,67,6,2,0,Placed
45396.0,19.0,Male,MCA,ME,6.02,0,3,4,5,55,4,1,3,Not Placed
40229.0,24.0,Female,B.Sc,ECE,8.69,2,4,6,7,91,9,2,0,Placed
16061.0,18.0,Female,BCA,IT,8.36,2,5,8,6,69,7,2,0,Placed
48574.0,21.0,Male,MCA,IT,8.75,1,5,8,8,95,4,3,0,Placed
19141.0,20.0,Female,MCA,CSE,7.96,2,4,7,5,85,7,2,0,Placed
14373.0,18.0,Female,B.Sc,IT,6.33,0,2,2,7,68,6,1,3,Not Placed
46468.0,19.0,Male,MCA,IT,6.18,1,3,3,6,71,8,1,1,Not Placed
6120.0,24.0,Male,B.Sc,ME,6.19,1,4,7,7,70,8,2,1,Not Placed
25052.0,,Female,MCA,CSE,7.23,0,4,5,6,79,6,2,2,Not Placed
,19.0,Female,B.Tech,Civil,7.33,0,3,4,5,61,6,1,0,Not Placed
41122.0,20.0,Male,B.Tech,ME,6.26,1,3,4,6,62,6,1,2,Not Placed
36816.0,22.0,Male,B.Tech,Civil,9.11,1,4,4,4,75,6,1,0,Not Placed
24124.0,24.0,Female,B.Tech,ME,8.54,3,5,7,6,80,8,2,0,Placed
45561.0,20.0,Male,BCA,IT,6.64,0,3,4,8,81,6,2,1,Not Placed
47886.0,20.0,Female,BCA,Civil,7.67,1,5,8,7,59,6,2,0,Placed
37494.0,21.0,,BCA,IT,9.71,2,5,8,7,100,5,3,0,Placed
16027.0,,Female,B.Tech,ME,6.48,0,4,7,5,65,6,2,2,Not Placed
22762.0,24.0,Male,BCA,ME,7.1,2,5,8,7,69,4,2,1,Placed
41711.0,19.0,Male,B.Sc,ECE,7.66,1,5,8,3,57,7,2,0,Not Placed
17848.0,21.0,Female,MCA,IT,6.63,1,2,2,4,70,7,1,0,Not Placed
37603.0,22.0,Female,MCA,ME,6.32,0,3,5,6,47,7,1,2,Not Placed
43250.0,22.0,Female,B.Sc,ME,6.53,1,4,6,6,46,7,2,0,Not Placed
10821.0,24.0,Female,BCA,ME,6.39,1,3,5,8,67,4,2,2,Not Placed
10852.0,23.0,Female,MCA,IT,7.71,1,5,8,5,58,7,2,1,Placed
,20.0,Male,MCA,IT,7.99,1,4,7,6,73,5,2,0,Placed
,22.0,Female,BCA,IT,6.54,0,3,5,5,40,5,1,1,Not Placed
17062.0,19.0,Male,BCA,Civil,7.93,2,4,7,6,61,7,2,2,Not Placed
8327.0,18.0,Female,B.Sc,Civil,7.87,0,3,4,5,67,5,1,2,Not Placed
500000.0,19.0,Female,B.Sc,IT,7.55,2,5,10,4,81,7,3,1,Not Placed
38363.0,21.0,Female,MCA,Civil,4.92,0,1,1,7,56,7,0,2,Not Placed
7249.0,21.0,Male,BCA,CSE,5.01,0,2,3,5,57,5,1,3,Not Placed
20482.0,24.0,Male,B.Tech,IT,5.07,2,3,6,3,73,4,2,1,Not Placed
500000.0,20.0,Female,BCA,ME,8.07,1,4,6,5,91,6,2,0,Placed
35425.0,20.0,Female,B.Tech,Civil,6.43,0,3,4,8,73,6,1,3,Not Placed
34388.0,20.0,Male,B.Sc,ECE,6.65,0,4,6,8,55,4,2,0,Placed
26790.0,23.0,Male,MCA,CSE,8.3,1,6,10,3,93,7,3,0,Not Placed
25587.0,18.0,Male,BCA,Civil,7.21,2,4,7,6,93,5,2,1,Placed
500000.0,20.0,,B.Sc,Civil,7.58,0,3,2,5,71,5,1,1,Not Placed
25228.0,19.0,Male,BCA,ECE,8.37,1,5,8,9,64,3,2,0,Placed
2187.0,18.0,Female,B.Sc,ECE,6.88,1,4,6,6,65,4,2,1,Placed
,22.0,Male,B.Tech,CSE,7.87,2,5,10,5,78,6,3,0,Placed
48807.0,23.0,Female,MCA,IT,7.45,0,4,6,7,70,5,2,0,Placed
41226.0,18.0,Male,MCA,Civil,7.53,2,4,6,4,72,7,2,2,Not Placed
,23.0,Female,B.Sc,ME,7.34,0,3,4,7,76,4,1,1,Not Placed
6024.0,18.0,Male,B.Sc,CSE,6.71,0,3,5,6,62,7,2,0,Placed
33941.0,19.0,Male,MCA,ECE,8.16,3,5,8,6,83,4,3,0,Placed
12418.0,,Male,B.Tech,CSE,6.49,1,4,6,7,74,6,2,3,Not Placed
29297.0,22.0,Male,B.Tech,CSE,7.06,2,4,7,4,65,6,2,0,Not Placed
47787.0,24.0,Male,B.Sc,IT,5.51,0,2,3,5,63,5,1,3,Not Placed
17001.0,22.0,Female,BCA,ECE,6.46,0,3,5,8,68,6,2,1,Not Placed
2304.0,24.0,Female,B.Sc,CSE,6.32,0,4,8,5,62,7,2,1,Not Placed
41613.0,21.0,Male,B.Tech,IT,6.1,0,3,5,5,59,3,1,3,Not Placed
42275.0,20.0,Male,MCA,Civil,7.44,0,3,2,6,75,5,1,2,Not Placed
20685.0,20.0,Male,BCA,IT,6.9,0,3,4,6,70,6,1,0,Not Placed
26074.0,19.0,Female,B.Sc,IT,7.3,0,4,6,7,79,3,2,0,Placed
38626.0,21.0,Male,B.Sc,ME,6.7,0,3,4,5,63,6,1,0,Not Placed
1679.0,24.0,Female,BCA,CSE,7.65,2,5,8,5,91,7,3,0,Placed
15469.0,21.0,Male,MCA,IT,7.38,0,4,6,8,83,8,2,0,Placed
6531.0,,Male,B.Tech,IT,7.2,2,5,9,7,77,4,3,0,Placed
25509.0,24.0,Female,B.Sc,CSE,7.15,0,4,5,7,82,5,2,0,Placed
24356.0,24.0,Female,B.Sc,Civil,7.53,0,3,4,6,64,7,1,0,Not Placed
44878.0,24.0,,MCA,Civil,7.0,1,3,4,4,69,1,1,0,Not Placed
45755.0,19.0,Female,BCA,ECE,6.59,1,3,5,9,56,5,1,0,Placed
32035.0,20.0,Female,B.Tech,CSE,7.22,1,4,5,3,74,5,2,0,Not Placed
16770.0,19.0,Male,B.Sc,CSE,7.09,1,5,9,3,77,5,3,0,Not Placed
,19.0,Male,MCA,CSE,8.31,2,6,10,4,88,7,3,0,Not Placed
31918.0,20.0,Female,MCA,CSE,7.44,1,4,6,7,67,5,2,0,Placed
3322.0,18.0,Male,MCA,CSE,6.91,1,4,6,4,73,5,2,2,Not Placed
38592.0,24.0,Female,B.Tech,ECE,6.61,1,3,4,6,70,4,1,0,Not Placed
576.0,18.0,Male,MCA,ME,6.77,0,3,4,4,65,7,1,1,Not Placed
8962.0,18.0,Male,B.Tech,CSE,4.78,0,2,4,3,68,5,1,1,Not Placed
,24.0,Female,B.Tech,IT,7.56,3,5,10,6,74,7,3,0,Placed
19503.0,18.0,Male,B.Tech,ECE,5.91,0,2,3,3,47,6,1,1,Not Placed
19037.0,,Male,BCA,IT,8.09,1,5,8,3,52,3,2,0,Not Placed
22681.0,18.0,Male,MCA,CSE,6.08,0,3,4,5,57,6,1,1,Not Placed
11713.0,19.0,Male,B.Sc,IT,7.05,1,4,7,6,58,6,2,0,Placed
26266.0,22.0,Male,B.Sc,Civil,6.07,0,3,4,6,43,6,1,3,Not Placed
,18.0,Male,BCA,ME,5.17,0,2,2,6,57,6,1,3,Not Placed
41303.0,22.0,Female,BCA,CSE,7.56,2,5,9,4,78,5,3,0,Not Placed
27414.0,20.0,Male,B.Tech,IT,6.04,1,4,8,7,63,7,2,3,Not Placed
31466.0,24.0,Female,BCA,IT,7.08,1,3,4,6,67,7,1,1,Not Placed
48703.0,24.0,Female,MCA,ME,7.65,0,3,4,8,72,7,1,2,Not Placed
,23.0,Female,B.Sc,ME,5.65,0,3,4,3,66,5,1,1,Not Placed
34771.0,21.0,Male,B.Sc,CSE,6.22,0,4,6,7,58,6,2,2,Not Placed
39387.0,,Female,B.Tech,ME,6.58,0,4,7,5,59,5,2,1,Placed
236.0,23.0,Male,B.Sc,IT,6.05,1,3,4,5,64,5,1,1,Not Placed
3843.0,20.0,,MCA,ME,7.08,1,4,6,4,59,5,2,0,Not Placed
34309.0,19.0,Female,B.Sc,CSE,7.82,2,5,10,9,65,7,3,0,Placed
17739.0,22.0,Male,MCA,CSE,7.48,0,4,6,5,78,4,2,2,Not Placed
4455.0,24.0,Female,B.Tech,Civil,7.28,1,4,5,6,83,6,2,0,Placed
33457.0,21.0,Male,BCA,ME,6.56,0,2,2,5,89,5,1,2,Not Placed
26254.0,23.0,Female,B.Tech,IT,6.71,0,5,9,4,57,7,2,0,Not Placed
49034.0,20.0,,B.Sc,ECE,7.2,2,4,5,8,55,5,1,1,Placed
38035.0,18.0,,B.Tech,IT,6.75,1,4,7,8,68,5,2,0,Placed
13508.0,,Male,B.Sc,ECE,4.76,0,2,2,3,49,5,1,2,Not Placed
35283.0,24.0,,B.Tech,Civil,7.93,0,4,5,7,76,5,2,0,Placed
2945.0,20.0,Male,B.Tech,ECE,6.54,2,4,7,8,69,5,2,1,Placed
33817.0,18.0,Female,B.Sc,ECE,5.65,1,2,3,6,56,5,1,3,Not Placed
23361.0,,Male,MCA,ME,4.99,0,2,4,7,67,3,1,1,Not Placed
,18.0,Female,B.Tech,IT,8.92,1,5,9,6,92,5,3,1,Placed
1797.0,22.0,Male,BCA,CSE,5.93,0,3,4,6,61,5,1,1,Not Placed
22356.0,24.0,Male,B.Sc,Civil,6.84,0,3,5,5,60,6,2,0,Placed
46081.0,18.0,Female,B.Sc,Civil,5.28,0,2,2,6,54,6,1,2,Not Placed
39856.0,21.0,,B.Sc,Civil,6.49,0,4,6,6,69,6,2,2,Not Placed
14628.0,22.0,Male,MCA,ME,6.73,0,3,3,4,54,4,1,0,Not Placed
16841.0,23.0,Female,BCA,IT,4.83,0,2,4,7,35,7,1,1,Not Placed
39525.0,18.0,Male,BCA,ECE,6.35,1,3,5,4,45,6,1,2,Not Placed
5976.0,19.0,Female,MCA,ME,9.42,1,6,9,4,87,5,3,0,Not Placed
,24.0,Male,B.Sc,IT,7.18,1,4,7,5,62,5,2,0,Placed
,20.0,Male,B.Tech,Civil,6.37,0,4,6,4,73,5,2,2,Not Placed
35931.0,23.0,Male,BCA,IT,7.39,3,5,9,5,91,7,3,1,Placed
30605.0,24.0,Male,MCA,Civil,7.53,0,3,3,7,71,5,1,0,Not Placed
10845.0,22.0,Female,B.Tech,CSE,6.71,0,4,8,5,65,5,2,0,Placed
2034.0,20.0,Female,MCA,IT,7.65,2,4,6,6,92,5,2,1,Placed
47950.0,19.0,Female,MCA,CSE,6.48,0,3,5,3,83,5,2,3,Not Placed
3995.0,18.0,Female,MCA,Civil,8.87,2,4,5,5,88,6,2,0,Placed
,21.0,Female,B.Sc,ME,6.32,0,3,4,7,53,6,1,1,Not Placed
18480.0,23.0,Female,MCA,Civil,6.75,0,3,3,6,73,6,1,0,Not Placed
21878.0,21.0,Male,MCA,Civil,5.67,0,2,3,4,49,8,1,2,Not Placed
36713.0,18.0,Male,B.Tech,Civil,6.71,1,3,4,6,72,6,1,0,Not Placed
35323.0,,Female,B.Sc,ME,7.37,1,3,4,3,73,5,1,0,Not Placed
14241.0,,Male,BCA,IT,5.9,0,2,2,5,61,6,1,2,Not Placed
42405.0,18.0,Female,B.Tech,ECE,8.27,2,5,8,4,85,6,3,1,Not Placed
,19.0,Male,BCA,Civil,7.14,2,4,7,7,64,7,2,0,Placed
21300.0,,Female,BCA,Civil,6.8,1,3,5,8,63,4,2,0,Placed
31590.0,23.0,Female,B.Sc,ME,5.64,0,3,4,5,44,7,1,2,Not Placed
37239.0,18.0,Female,B.Sc,CSE,7.67,1,5,9,6,54,5,2,0,Not Placed
27492.0,21.0,Male,MCA,ECE,7.97,1,4,7,6,70,6,2,0,Placed
34903.0,24.0,Male,MCA,Civil,6.19,0,3,3,6,57,5,1,3,Not Placed
26058.0,,Female,B.Sc,ME,5.57,0,2,2,3,58,8,1,1,Not Placed
13952.0,18.0,Male,B.Tech,ME,8.17,0,4,6,2,86,5,2,0,Not Placed
49966.0,19.0,Male,B.Sc,ECE,7.69,3,5,8,7,78,5,2,0,Placed
8388.0,24.0,,MCA,ME,6.5,1,3,4,4,65,6,1,0,Not Placed
33096.0,23.0,,B.Tech,IT,6.28,0,4,6,6,47,6,2,2,Not Placed
12736.0,24.0,Male,MCA,ME,6.82,0,3,3,4,79,6,1,2,Not Placed
47615.0,21.0,Female,BCA,CSE,7.07,2,4,6,5,87,7,2,0,Placed
38807.0,18.0,Female,B.Sc,ME,6.19,0,3,3,2,69,5,1,3,Not Placed
31484.0,22.0,Female,B.Tech,IT,6.66,0,4,8,5,57,4,2,1,Placed
,21.0,Female,B.Sc,CSE,8.07,1,5,7,5,78,5,2,0,Placed
6974.0,22.0,,B.Sc,ME,4.91,0,2,2,5,52,5,1,2,Not Placed
12344.0,20.0,Female,B.Tech,CSE,4.92,0,2,3,6,55,5,1,2,Not Placed
42926.0,19.0,Male,BCA,CSE,6.45,0,4,7,7,71,7,2,3,Not Placed
48560.0,21.0,Male,BCA,CSE,7.36,3,4,7,2,63,6,2,0,Not Placed
25025.0,24.0,Female,MCA,ME,5.17,0,2,2,6,49,7,1,2,Not Placed
14007.0,19.0,Female,B.Tech,IT,6.07,0,4,6,4,66,5,2,3,Not Placed
47920.0,,Female,BCA,Civil,6.93,0,3,5,5,61,6,2,0,Placed
,24.0,Female,MCA,ECE,7.11,0,2,1,7,61,6,1,2,Not Placed
1245.0,24.0,Male,B.Tech,ME,8.15,2,4,6,7,94,5,2,0,Placed
44484.0,23.0,,BCA,CSE,5.16,0,3,6,6,52,7,2,1,Not Placed
44707.0,21.0,Male,B.Tech,ME,6.67,0,3,4,7,73,5,1,0,Not Placed
23552.0,20.0,Male,MCA,ECE,6.77,0,3,4,7,51,5,1,0,Not Placed
,19.0,Male,MCA,ECE,6.85,0,2,2,6,79,6,1,0,Not Placed
49835.0,20.0,Male,MCA,Civil,6.99,0,3,3,5,86,6,1,0,Not Placed
31765.0,23.0,Male,B.Sc,ECE,5.36,0,2,1,7,62,6,1,3,Not Placed
24679.0,,Male,B.Sc,IT,8.18,1,5,7,5,68,5,2,1,Placed
48670.0,18.0,Female,BCA,CSE,8.38,1,6,10,5,62,6,3,0,Placed
29590.0,24.0,Female,BCA,IT,7.73,1,5,9,7,65,6,3,1,Placed
5872.0,,,MCA,Civil,5.53,1,2,3,6,75,4,1,1,Not Placed
,23.0,Female,B.Tech,CSE,8.5,3,5,8,5,73,5,2,1,Placed
44854.0,19.0,Female,BCA,Civil,7.15,0,4,5,6,70,5,2,0,Placed
3181.0,18.0,Male,B.Sc,CSE,6.38,2,4,8,7,62,4,2,1,Not Placed
18541.0,24.0,Male,B.Tech,ECE,6.87,0,4,8,8,57,6,2,0,Placed
32573.0,23.0,Male,BCA,Civil,6.33,0,3,5,5,48,6,1,1,Not Placed
14543.0,22.0,Female,B.Tech,CSE,6.94,2,4,7,4,75,5,2,0,Not Placed
41231.0,18.0,Male,BCA,CSE,6.75,2,5,9,5,58,3,2,0,Placed
16614.0,,Male,BCA,IT,7.02,0,4,5,4,73,6,2,0,Not Placed
22551.0,20.0,,B.Tech,Civil,7.09,0,3,3,6,62,4,1,1,Not Placed
25646.0,21.0,Male,MCA,ME,6.42,0,3,4,5,45,7,1,2,Not Placed
37752.0,24.0,Female,B.Sc,CSE,7.08,2,5,8,6,83,5,3,0,Placed
,,,MCA,ME,5.74,1,4,7,8,43,4,2,1,Not Placed
34596.0,,Female,MCA,ME,6.46,2,3,5,4,62,7,2,3,Not Placed
19864.0,21.0,Female,B.Sc,ECE,6.13,0,3,4,6,69,6,1,1,Not Placed
28210.0,22.0,Male,BCA,ECE,7.24,2,4,7,6,70,7,2,0,Placed
34959.0,24.0,Male,B.Sc,ECE,6.28,0,3,5,4,78,5,2,1,Not Placed
18682.0,22.0,Male,B.Sc,ME,5.92,0,3,4,5,59,6,1,1,Not Placed
38289.0,21.0,Female,BCA,ME,8.97,1,5,8,6,87,7,3,0,Placed
24755.0,20.0,Female,BCA,ECE,8.87,1,5,8,6,77,2,2,0,Placed
44623.0,24.0,Female,MCA,Civil,6.72,2,3,5,3,73,6,2,0,Not Placed
20739.0,19.0,Male,BCA,CSE,6.28,0,4,6,5,48,6,2,2,Not Placed
500000.0,20.0,Female,BCA,IT,5.77,0,3,4,3,49,3,1,3,Not Placed
24619.0,20.0,Female,MCA,ECE,6.04,0,3,4,4,67,5,1,2,Not Placed
13013.0,20.0,Male,B.Tech,Civil,6.84,0,3,5,6,76,4,2,0,Placed
